%time,field.header.seq,field.header.stamp,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4,field.effort5
1.4865591061913E+018,235,1.48655910619124E+018,1.346025027,1.346025027,1.346025027,1.346025027,1.346025027,1.346025027,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619233E+018,236,1.48655910619224E+018,1.3506656162,1.3506656162,1.3506656162,1.3506656162,1.3506656162,1.3506656162,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619333E+018,237,1.48655910619324E+018,1.3552928749,1.3552928749,1.3552928749,1.3552928749,1.3552928749,1.3552928749,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591061943E+018,238,1.48655910619425E+018,1.3599067574,1.3599067574,1.3599067574,1.3599067574,1.3599067574,1.3599067574,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619534E+018,239,1.48655910619524E+018,1.3645072182,1.3645072182,1.3645072182,1.3645072182,1.3645072182,1.3645072182,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619633E+018,240,1.48655910619624E+018,1.3690942119,1.3690942119,1.3690942119,1.3690942119,1.3690942119,1.3690942119,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619733E+018,241,1.48655910619724E+018,1.3736676931,1.3736676931,1.3736676931,1.3736676931,1.3736676931,1.3736676931,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619832E+018,242,1.48655910619826E+018,1.3782276168,1.3782276168,1.3782276168,1.3782276168,1.3782276168,1.3782276168,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910619931E+018,243,1.48655910619926E+018,1.3827739379,1.3827739379,1.3827739379,1.3827739379,1.3827739379,1.3827739379,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620031E+018,244,1.48655910620026E+018,1.3873066116,1.3873066116,1.3873066116,1.3873066116,1.3873066116,1.3873066116,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062013E+018,245,1.48655910620124E+018,1.3918255932,1.3918255932,1.3918255932,1.3918255932,1.3918255932,1.3918255932,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620233E+018,246,1.48655910620224E+018,1.396330838,1.396330838,1.396330838,1.396330838,1.396330838,1.396330838,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620332E+018,247,1.48655910620324E+018,1.4008223016,1.4008223016,1.4008223016,1.4008223016,1.4008223016,1.4008223016,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620433E+018,248,1.48655910620424E+018,1.4052999396,1.4052999396,1.4052999396,1.4052999396,1.4052999396,1.4052999396,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062053E+018,249,1.48655910620524E+018,1.4097637079,1.4097637079,1.4097637079,1.4097637079,1.4097637079,1.4097637079,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620631E+018,250,1.48655910620626E+018,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620733E+018,251,1.48655910620724E+018,1.4186494591,1.4186494591,1.4186494591,1.4186494591,1.4186494591,1.4186494591,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620835E+018,252,1.48655910620824E+018,1.4230713544,1.4230713544,1.4230713544,1.4230713544,1.4230713544,1.4230713544,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910620932E+018,253,1.48655910620925E+018,1.4274792046,1.4274792046,1.4274792046,1.4274792046,1.4274792046,1.4274792046,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621031E+018,254,1.48655910621025E+018,1.431872966,1.431872966,1.431872966,1.431872966,1.431872966,1.431872966,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621134E+018,255,1.48655910621124E+018,1.4362525955,1.4362525955,1.4362525955,1.4362525955,1.4362525955,1.4362525955,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621234E+018,256,1.48655910621223E+018,1.4406180498,1.4406180498,1.4406180498,1.4406180498,1.4406180498,1.4406180498,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621333E+018,257,1.48655910621323E+018,1.4449692857,1.4449692857,1.4449692857,1.4449692857,1.4449692857,1.4449692857,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621432E+018,258,1.48655910621423E+018,1.4493062604,1.4493062604,1.4493062604,1.4493062604,1.4493062604,1.4493062604,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621533E+018,259,1.48655910621523E+018,1.453628931,1.453628931,1.453628931,1.453628931,1.453628931,1.453628931,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621633E+018,260,1.48655910621624E+018,1.4579372548,1.4579372548,1.4579372548,1.4579372548,1.4579372548,1.4579372548,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621734E+018,261,1.48655910621723E+018,1.4622311895,1.4622311895,1.4622311895,1.4622311895,1.4622311895,1.4622311895,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621833E+018,262,1.48655910621823E+018,1.4665106925,1.4665106925,1.4665106925,1.4665106925,1.4665106925,1.4665106925,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910621935E+018,263,1.48655910621925E+018,1.4707757216,1.4707757216,1.4707757216,1.4707757216,1.4707757216,1.4707757216,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622034E+018,264,1.48655910622023E+018,1.4750262347,1.4750262347,1.4750262347,1.4750262347,1.4750262347,1.4750262347,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622134E+018,265,1.48655910622123E+018,1.47926219,1.47926219,1.47926219,1.47926219,1.47926219,1.47926219,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622234E+018,266,1.48655910622224E+018,1.4834835455,1.4834835455,1.4834835455,1.4834835455,1.4834835455,1.4834835455,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622333E+018,267,1.48655910622325E+018,1.4876902596,1.4876902596,1.4876902596,1.4876902596,1.4876902596,1.4876902596,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622434E+018,268,1.48655910622423E+018,1.4918822909,1.4918822909,1.4918822909,1.4918822909,1.4918822909,1.4918822909,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622533E+018,269,1.48655910622524E+018,1.4960595978,1.4960595978,1.4960595978,1.4960595978,1.4960595978,1.4960595978,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622634E+018,270,1.48655910622624E+018,1.5002221393,1.5002221393,1.5002221393,1.5002221393,1.5002221393,1.5002221393,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622732E+018,271,1.48655910622723E+018,1.5043698741,1.5043698741,1.5043698741,1.5043698741,1.5043698741,1.5043698741,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622832E+018,272,1.48655910622824E+018,1.5085027615,1.5085027615,1.5085027615,1.5085027615,1.5085027615,1.5085027615,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910622935E+018,273,1.48655910622925E+018,1.5126207605,1.5126207605,1.5126207605,1.5126207605,1.5126207605,1.5126207605,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623037E+018,274,1.48655910623025E+018,1.5167238306,1.5167238306,1.5167238306,1.5167238306,1.5167238306,1.5167238306,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623134E+018,275,1.48655910623124E+018,1.5208119312,1.5208119312,1.5208119312,1.5208119312,1.5208119312,1.5208119312,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623233E+018,276,1.48655910623224E+018,1.524885022,1.524885022,1.524885022,1.524885022,1.524885022,1.524885022,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623334E+018,277,1.48655910623323E+018,1.5289430629,1.5289430629,1.5289430629,1.5289430629,1.5289430629,1.5289430629,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623431E+018,278,1.48655910623422E+018,1.5329860136,1.5329860136,1.5329860136,1.5329860136,1.5329860136,1.5329860136,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623532E+018,279,1.48655910623523E+018,1.5370138344,1.5370138344,1.5370138344,1.5370138344,1.5370138344,1.5370138344,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623632E+018,280,1.48655910623624E+018,1.5410264856,1.5410264856,1.5410264856,1.5410264856,1.5410264856,1.5410264856,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623732E+018,281,1.48655910623724E+018,1.5450239274,1.5450239274,1.5450239274,1.5450239274,1.5450239274,1.5450239274,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623832E+018,282,1.48655910623824E+018,1.5490061204,1.5490061204,1.5490061204,1.5490061204,1.5490061204,1.5490061204,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910623933E+018,283,1.48655910623924E+018,1.5529730254,1.5529730254,1.5529730254,1.5529730254,1.5529730254,1.5529730254,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624033E+018,284,1.48655910624024E+018,1.5569246031,1.5569246031,1.5569246031,1.5569246031,1.5569246031,1.5569246031,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624132E+018,285,1.48655910624124E+018,1.5608608147,1.5608608147,1.5608608147,1.5608608147,1.5608608147,1.5608608147,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624234E+018,286,1.48655910624225E+018,1.5647816212,1.5647816212,1.5647816212,1.5647816212,1.5647816212,1.5647816212,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624335E+018,287,1.48655910624326E+018,1.5686869839,1.5686869839,1.5686869839,1.5686869839,1.5686869839,1.5686869839,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624434E+018,288,1.48655910624423E+018,1.5725768643,1.5725768643,1.5725768643,1.5725768643,1.5725768643,1.5725768643,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624532E+018,289,1.48655910624524E+018,1.576451224,1.576451224,1.576451224,1.576451224,1.576451224,1.576451224,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624634E+018,290,1.48655910624624E+018,1.5803100248,1.5803100248,1.5803100248,1.5803100248,1.5803100248,1.5803100248,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062473E+018,291,1.48655910624724E+018,1.5841532285,1.5841532285,1.5841532285,1.5841532285,1.5841532285,1.5841532285,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624833E+018,292,1.48655910624826E+018,1.5879807973,1.5879807973,1.5879807973,1.5879807973,1.5879807973,1.5879807973,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910624933E+018,293,1.48655910624923E+018,1.5917926934,1.5917926934,1.5917926934,1.5917926934,1.5917926934,1.5917926934,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062503E+018,294,1.48655910625023E+018,1.5955888791,1.5955888791,1.5955888791,1.5955888791,1.5955888791,1.5955888791,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062513E+018,295,1.48655910625124E+018,1.599369317,1.599369317,1.599369317,1.599369317,1.599369317,1.599369317,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625229E+018,296,1.48655910625224E+018,1.6031339697,1.6031339697,1.6031339697,1.6031339697,1.6031339697,1.6031339697,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625331E+018,297,1.48655910625325E+018,1.6068828002,1.6068828002,1.6068828002,1.6068828002,1.6068828002,1.6068828002,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625432E+018,298,1.48655910625425E+018,1.6106157714,1.6106157714,1.6106157714,1.6106157714,1.6106157714,1.6106157714,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625534E+018,299,1.48655910625525E+018,1.6143328465,1.6143328465,1.6143328465,1.6143328465,1.6143328465,1.6143328465,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625631E+018,300,1.48655910625622E+018,1.6180339888,1.6180339888,1.6180339888,1.6180339888,1.6180339888,1.6180339888,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625735E+018,301,1.48655910625725E+018,1.6217191617,1.6217191617,1.6217191617,1.6217191617,1.6217191617,1.6217191617,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625832E+018,302,1.48655910625822E+018,1.6253883289,1.6253883289,1.6253883289,1.6253883289,1.6253883289,1.6253883289,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910625933E+018,303,1.48655910625924E+018,1.6290414541,1.6290414541,1.6290414541,1.6290414541,1.6290414541,1.6290414541,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626031E+018,304,1.48655910626024E+018,1.6326785014,1.6326785014,1.6326785014,1.6326785014,1.6326785014,1.6326785014,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626131E+018,305,1.48655910626124E+018,1.6362994349,1.6362994349,1.6362994349,1.6362994349,1.6362994349,1.6362994349,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626236E+018,306,1.48655910626226E+018,1.6399042187,1.6399042187,1.6399042187,1.6399042187,1.6399042187,1.6399042187,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626335E+018,307,1.48655910626326E+018,1.6434928173,1.6434928173,1.6434928173,1.6434928173,1.6434928173,1.6434928173,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626434E+018,308,1.48655910626426E+018,1.6470651953,1.6470651953,1.6470651953,1.6470651953,1.6470651953,1.6470651953,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626533E+018,309,1.48655910626524E+018,1.6506213174,1.6506213174,1.6506213174,1.6506213174,1.6506213174,1.6506213174,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626633E+018,310,1.48655910626624E+018,1.6541611486,1.6541611486,1.6541611486,1.6541611486,1.6541611486,1.6541611486,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626733E+018,311,1.48655910626724E+018,1.6576846538,1.6576846538,1.6576846538,1.6576846538,1.6576846538,1.6576846538,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626834E+018,312,1.48655910626822E+018,1.6611917984,1.6611917984,1.6611917984,1.6611917984,1.6611917984,1.6611917984,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910626933E+018,313,1.48655910626924E+018,1.6646825477,1.6646825477,1.6646825477,1.6646825477,1.6646825477,1.6646825477,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627033E+018,314,1.48655910627024E+018,1.6681568672,1.6681568672,1.6681568672,1.6681568672,1.6681568672,1.6681568672,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627133E+018,315,1.48655910627124E+018,1.6716147227,1.6716147227,1.6716147227,1.6716147227,1.6716147227,1.6716147227,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627231E+018,316,1.48655910627224E+018,1.6750560801,1.6750560801,1.6750560801,1.6750560801,1.6750560801,1.6750560801,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627335E+018,317,1.48655910627326E+018,1.6784809053,1.6784809053,1.6784809053,1.6784809053,1.6784809053,1.6784809053,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627432E+018,318,1.48655910627425E+018,1.6818891646,1.6818891646,1.6818891646,1.6818891646,1.6818891646,1.6818891646,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062753E+018,319,1.48655910627524E+018,1.6852808243,1.6852808243,1.6852808243,1.6852808243,1.6852808243,1.6852808243,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627633E+018,320,1.48655910627626E+018,1.688655851,1.688655851,1.688655851,1.688655851,1.688655851,1.688655851,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627736E+018,321,1.48655910627722E+018,1.6920142113,1.6920142113,1.6920142113,1.6920142113,1.6920142113,1.6920142113,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627836E+018,322,1.48655910627822E+018,1.6953558722,1.6953558722,1.6953558722,1.6953558722,1.6953558722,1.6953558722,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910627934E+018,323,1.48655910627925E+018,1.6986808005,1.6986808005,1.6986808005,1.6986808005,1.6986808005,1.6986808005,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628033E+018,324,1.48655910628025E+018,1.7019889636,1.7019889636,1.7019889636,1.7019889636,1.7019889636,1.7019889636,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628137E+018,325,1.48655910628123E+018,1.7052803287,1.7052803287,1.7052803287,1.7052803287,1.7052803287,1.7052803287,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628238E+018,326,1.48655910628223E+018,1.7085548634,1.7085548634,1.7085548634,1.7085548634,1.7085548634,1.7085548634,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628336E+018,327,1.48655910628323E+018,1.7118125353,1.7118125353,1.7118125353,1.7118125353,1.7118125353,1.7118125353,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628432E+018,328,1.48655910628423E+018,1.7150533124,1.7150533124,1.7150533124,1.7150533124,1.7150533124,1.7150533124,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591062853E+018,329,1.48655910628522E+018,1.7182771626,1.7182771626,1.7182771626,1.7182771626,1.7182771626,1.7182771626,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628632E+018,330,1.48655910628624E+018,1.721484054,1.721484054,1.721484054,1.721484054,1.721484054,1.721484054,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628732E+018,331,1.48655910628724E+018,1.7246739551,1.7246739551,1.7246739551,1.7246739551,1.7246739551,1.7246739551,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628831E+018,332,1.48655910628825E+018,1.7278468344,1.7278468344,1.7278468344,1.7278468344,1.7278468344,1.7278468344,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910628935E+018,333,1.48655910628927E+018,1.7310026605,1.7310026605,1.7310026605,1.7310026605,1.7310026605,1.7310026605,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910629035E+018,334,1.48655910629027E+018,1.7341414023,1.7341414023,1.7341414023,1.7341414023,1.7341414023,1.7341414023,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910629131E+018,335,1.48655910629125E+018,1.7372630289,1.7372630289,1.7372630289,1.7372630289,1.7372630289,1.7372630289,0,0,0,0,0,0,0,0,0,0,0,0
